,onet_code,last_location_in_india,year,mean_salary,n_individuals
11958,51-9061.00,Gujarat,2000,50291.89453125,1
11959,21-2021.00,Karnataka,2022,77715.3328125,5
11960,15-1252.00,Haryana,2017,163942.828125,2
11961,27-1012.00,Karnataka,2020,68960.046875,3
11962,11-9021.00,empty,1989,49069.0234375,1
11963,19-1011.00,Telangana,1987,63007.931640625,4
11964,19-3093.00,Chandigarh,2015,198103.015625,1
11965,19-3093.00,Karnataka,2015,120043.560546875,12
11966,25-2032.00,Chandigarh,2013,177645.84375,1
11967,11-2021.00,Jharkhand,2016,232997.5359375,5
11968,17-1011.00,empty,2018,118928.6171875,4
11969,15-1299.06,Delhi,2020,84914.1171875,2
11970,11-3121.00,empty,2013,117813.375,2
11971,19-3041.00,Telangana,2004,62036.109375,1
11972,27-2012.05,Uttar Pradesh,2001,83121.8359375,2
11973,51-8099.01,empty,2008,31470.251953125,1
11974,29-1123.00,empty,2013,87860.609375,1
11975,17-2072.00,Karnataka,1989,42104.53466796875,2
11976,17-2031.00,Andhra Pradesh,1989,7292.77783203125,1
11977,15-1299.09,Tamil Nadu,2020,167974.13984375,10
11978,11-3051.00,empty,2010,123250.375,1
11979,17-2031.00,empty,2015,104029.796875,4
11980,15-1242.00,Uttarakhand,2010,74550.7890625,2
11981,15-1242.00,empty,1986,65970.421875,1
11982,21-1093.00,Maharashtra,2012,96564.43359375,8
11983,15-1241.00,Andhra Pradesh,2000,194702.9609375,2
11984,29-1071.00,Maharashtra,2015,75650.94140625,3
11985,41-4012.00,Maharashtra,2001,75622.51171875,2
11986,21-1012.00,Haryana,2001,64343.265625,1
11987,13-2099.01,Tamil Nadu,2002,270844.21875,1
11988,13-2052.00,West Bengal,2000,132760.125,1
11989,13-2052.00,West Bengal,2006,132760.125,1
11990,11-3051.00,Telangana,2017,141683.65625,1
11991,19-3093.00,Maharashtra,1970,8809.4013671875,1
11992,15-1243.01,Tamil Nadu,2002,74389.28385416667,3
11993,11-3121.00,Maharashtra,1995,132001.77604166666,3
11994,17-3024.01,Telangana,2000,68802.4453125,1
11995,11-1011.00,Odisha,2007,98349.3046875,1
11996,27-3043.05,empty,1984,43621.669921875,2
11997,11-1011.00,Haryana,1973,59132.33203125,1
11998,15-1251.00,Maharashtra,1977,57503.52734375,2
11999,13-2099.01,Maharashtra,1993,80298.314453125,2
12000,11-3031.00,Tamil Nadu,1986,37431.25390625,1
12001,41-9091.00,empty,1998,73410.578125,1
12002,13-2099.01,Telangana,2010,160326.421875,2
12003,13-2099.01,Telangana,2013,171988.859375,1
12004,11-3121.00,Maharashtra,1993,77417.07421875,2
12005,13-1161.01,empty,2015,90994.923828125,4
12006,25-1123.00,Gujarat,2020,168452.0234375,2
12007,13-2051.00,Delhi,2011,108139.91536458333,6
12008,17-2171.00,Karnataka,2008,133932.74609375,2
12009,17-2171.00,Karnataka,2009,161104.125,1
12010,25-3031.00,empty,2020,64785.986328125,2
12011,13-2051.00,Gujarat,2014,83232.48828125,5
12012,17-2199.09,empty,1981,90659.578125,3
12013,25-1054.00,Telangana,1990,38524.3671875,1
12014,17-2199.09,West Bengal,1983,111009.8125,1
12015,17-1011.00,empty,2023,117651.734375,1
12016,17-2112.02,Tamil Nadu,2010,87534.7578125,1
12017,17-2031.00,Goa,1993,55999.2890625,1
12018,13-2054.00,Tamil Nadu,2014,98089.9453125,1
12019,15-1299.07,Telangana,1992,83815.4921875,2
12020,25-1123.00,Jharkhand,2000,120593.08984375,6
12021,11-2022.00,Haryana,1985,31376.755859375,1
12022,27-2012.05,empty,1986,100002.12109375,2
12023,17-2071.00,Delhi,2002,62295.58203125,1
12024,29-1071.00,empty,2023,160229.975,10
12025,11-3051.06,Madhya Pradesh,2020,317634.65625,1
12026,13-2051.00,Tamil Nadu,1998,80047.0859375,1
12027,11-3031.01,Tamil Nadu,2011,140069.03125,2
12028,29-2061.00,Kerala,1992,76429.296875,1
12029,27-3023.00,Karnataka,2018,67928.671875,1
12030,11-3031.00,Telangana,1991,10718.5244140625,1
12031,11-9199.09,empty,2008,53573.8046875,1
12032,15-2051.01,Karnataka,2018,89945.390625,1
12033,11-3031.00,Assam,2010,94742.046875,1
12034,15-1252.00,Kerala,2002,162484.66015625,2
12035,11-9032.00,Gujarat,2009,26691.83203125,1
12036,17-2141.00,Chandigarh,2022,121778.015625,1
12037,51-9061.00,empty,2018,66378.82161458333,3
12038,23-1011.00,Punjab,1980,106078.8359375,1
12039,11-9111.00,West Bengal,2016,108245.66796875,2
12040,19-2041.00,empty,2008,70025.125,1
12041,27-1021.00,Delhi,2003,110382.21484375,2
12042,17-1011.00,Uttar Pradesh,2004,161882.49609375,2
12043,17-1022.01,West Bengal,2012,81379.8359375,1
12044,11-3012.00,Karnataka,1996,60563.5859375,1
12045,17-2199.06,Gujarat,2022,137709.6328125,2
12046,13-1111.00,Andhra Pradesh,2013,214903.171875,1
12047,15-1299.05,Karnataka,2005,91314.3671875,1
12048,41-3041.00,Telangana,2023,63896.9453125,2
12049,15-1212.00,Maharashtra,2018,111255.3671875,1
12050,11-1011.00,Maharashtra,1973,154509.71875,1
12051,11-1011.00,Maharashtra,1976,154509.71875,1
12052,39-9041.00,empty,2022,196986.9375,1
12053,49-2011.00,Maharashtra,2000,53562.61328125,1
12054,47-4099.03,Tamil Nadu,1985,81424.953125,1
12055,27-2021.00,Telangana,2012,64169.29296875,1
12056,43-6011.00,Maharashtra,2014,55893.09765625,2
12057,27-1021.00,empty,2023,162249.06640625,2
12058,19-1021.00,Tamil Nadu,1995,48015.796875,1
12059,13-1023.00,Tamil Nadu,2020,101548.4921875,1
12060,19-3041.00,Haryana,2007,80239.7265625,1
12061,19-2031.00,empty,1966,18364.08203125,1
12062,11-3111.00,Gujarat,2022,50523.62109375,1
12063,17-2112.03,Gujarat,2009,69998.55859375,2
12064,17-2031.00,Odisha,1998,175558.8125,1
12065,11-9199.09,Karnataka,2000,59235.1875,1
12066,35-2013.00,Maharashtra,2008,51397.04296875,1
12067,11-3121.00,West Bengal,2013,103978.078125,1
12068,29-1051.00,Karnataka,2017,99302.1875,1
12069,19-2031.00,Karnataka,2010,101018.2890625,1
12070,29-2061.00,Maharashtra,2005,62512.05859375,1
12071,15-1299.07,Maharashtra,2008,79394.9609375,1
12072,53-2022.00,empty,2002,97297.71875,1
12073,15-1299.07,empty,2016,107942.6328125,2
12074,25-3031.00,Uttarakhand,2009,46628.87890625,1
12075,17-2051.00,empty,1997,81626.3828125,1
12076,17-2031.00,empty,1994,82314.1201171875,2
12077,15-1299.09,Telangana,2010,153905.8046875,4
12078,17-2141.00,Telangana,1978,83683.72135416667,3
12079,41-3041.00,Maharashtra,2016,68666.5234375,1
12080,27-1025.00,Haryana,2019,68469.484375,1
12081,17-2031.00,Gujarat,2016,102110.53515625,2
12082,25-1123.00,Tamil Nadu,1980,66613.8359375,1
12083,19-1011.00,Punjab,1990,62318.87890625,1
12084,29-1071.00,Rajasthan,1998,158358.2421875,2
12085,19-1011.00,Madhya Pradesh,2019,108018.548828125,4
12086,15-1299.05,Tamil Nadu,2022,97743.1484375,2
12087,11-3121.00,Kerala,2014,136225.828125,1
12088,11-3121.00,Kerala,2016,136225.828125,1
12089,41-9091.00,Rajasthan,1980,84194.5,1
12090,11-9041.00,empty,2006,171709.09895833334,3
12091,15-1254.00,Delhi,1976,142123.765625,1
12092,15-1299.09,Andhra Pradesh,2005,102848.14453125,2
12093,27-1012.00,Jharkhand,1993,247448.03125,1
12094,17-2199.06,Karnataka,1998,78169.82559742648,34
12095,13-1111.00,Maharashtra,1998,103250.53038194444,18
12096,11-9021.00,Rajasthan,1963,114305.9296875,1
12097,11-3051.00,Gujarat,1988,62388.710286458336,3
12098,15-1211.00,Karnataka,1995,55260.12478298611,9
12099,11-1011.00,Delhi,2019,201098.63818359375,80
12100,11-2021.00,Uttarakhand,2022,157878.625,3
12101,13-1081.00,Gujarat,2011,58286.911458333336,3
12102,11-3131.00,Telangana,2003,94121.4609375,2
12103,43-3031.00,Maharashtra,2016,60519.08203125,1
12104,11-1011.00,Tamil Nadu,1998,177253.265625,9
12105,11-1011.00,Tamil Nadu,2005,185631.5409007353,17
12106,25-1123.00,Tamil Nadu,2010,98804.50446428571,21
12107,15-1242.00,Tamil Nadu,2012,82705.46484375,2
12108,25-1123.00,Delhi,2007,107249.162109375,24
12109,11-2022.00,empty,1998,125680.50558035714,7
12110,43-3031.00,West Bengal,2011,46124.80859375,1
12111,43-3071.00,Gujarat,2010,27162.375,1
12112,27-2012.05,West Bengal,2011,94252.787109375,2
12113,15-1211.00,West Bengal,2013,96594.5390625,2
12114,15-1243.01,Maharashtra,2006,87490.6171875,10
12115,11-3031.03,empty,2000,153839.0830965909,11
12116,11-2032.00,Karnataka,2017,113745.71614583333,3
12117,15-1252.00,Tamil Nadu,2008,104060.39409722222,18
12118,19-1011.00,Odisha,1994,100174.544921875,4
12119,15-1211.00,Andhra Pradesh,2000,60956.532552083336,3
12120,11-3031.03,Tamil Nadu,1995,123799.8671875,2
12121,17-2072.00,Karnataka,1968,48570.01171875,1
12122,25-2032.00,Maharashtra,2016,58189.5205078125,4
12123,15-1243.00,Maharashtra,1996,76400.75859375,5
12124,11-2022.00,Tamil Nadu,1996,125124.994140625,4
12125,11-3121.00,Tamil Nadu,2019,74327.7421875,2
12126,15-1253.00,Telangana,2005,70561.05859375,7
12127,17-2131.00,Chandigarh,2005,73321.4765625,1
12128,15-1243.01,Delhi,2021,144160.734375,4
12129,19-1011.00,Tamil Nadu,1993,62720.50887784091,11
12130,41-9031.00,Delhi,2009,111235.59375,2
12131,43-4161.00,Karnataka,2000,46342.6875,2
12132,25-1123.00,Rajasthan,2003,127950.2109375,2
12133,15-1299.07,Delhi,2023,139267.30859375,2
12134,43-1011.00,Delhi,2019,56073.26171875,1
12135,19-3011.01,Gujarat,1996,117162.7734375,1
12136,13-1082.00,Karnataka,2009,87019.31392045454,11
12137,27-1026.00,Delhi,2022,189547.625,2
12138,19-3093.00,Haryana,1992,67948.744140625,4
12139,15-1299.08,empty,2018,126994.1953125,1
12140,11-2021.00,Tamil Nadu,1992,117536.9,5
12141,13-1111.00,empty,1974,23802.3154296875,2
12142,15-1252.00,Andhra Pradesh,2002,157261.02083333334,3
12143,43-3061.00,Delhi,1983,42235.15234375,1
12144,15-1252.00,West Bengal,1972,483045.09375,1
12145,11-1011.00,West Bengal,1982,120433.75,2
12146,11-9041.00,West Bengal,1993,131169.625,1
12147,11-2021.00,West Bengal,2020,231833.64973958334,6
12148,15-1241.00,Tamil Nadu,2001,82298.97829861111,9
12149,27-2012.05,Maharashtra,1992,81128.79947916667,3
12150,25-2032.00,Chandigarh,2012,177645.84375,1
12151,19-3093.00,Delhi,1988,85594.29166666667,6
12152,43-3061.00,Jharkhand,2007,61801.546875,1
12153,11-9041.00,Gujarat,1994,108751.470703125,2
12154,11-3121.00,empty,2017,134810.91666666666,3
12155,11-2021.00,Karnataka,1991,71673.9306640625,4
12156,15-1251.00,Haryana,1992,118366.734375,2
12157,15-1299.09,Chandigarh,2000,123715.8125,1
12158,11-1011.00,Jharkhand,2016,204105.771875,5
12159,15-2051.00,empty,1997,56367.09375,1
12160,19-2042.00,empty,2023,89671.265625,2
12161,27-3043.05,Uttarakhand,2011,98495.234375,1
12162,19-3093.00,empty,1995,105390.30078125,8
12163,41-9021.00,Maharashtra,2016,84959.265625,3
12164,15-1243.00,Andhra Pradesh,2006,57935.67578125,1
12165,29-1123.00,Tamil Nadu,2016,87056.171875,2
12166,13-1199.04,Tamil Nadu,2021,129988.2109375,5
12167,41-1011.00,Gujarat,1984,41103.00390625,1
12168,41-1011.00,Gujarat,1985,41103.00390625,1
12169,41-4012.00,Maharashtra,1989,75622.51171875,2
12170,43-1011.00,Maharashtra,2005,139073.78125,1
12171,17-2141.00,Delhi,2010,129013.35286458333,6
12172,29-1141.01,Kerala,1994,70083.185546875,2
12173,11-9111.00,Kerala,2015,101043.28125,1
12174,25-3031.00,Karnataka,2022,69138.8486328125,2
12175,15-1251.00,Telangana,1992,61085.251953125,4
12176,17-2112.00,Tamil Nadu,1982,175167.34375,1
12177,41-3031.00,Andhra Pradesh,2017,64572.81640625,1
12178,13-1041.00,Gujarat,2021,58850.21484375,1
12179,53-4041.00,Bihar,1982,34796.68359375,1
12180,15-1299.07,empty,1984,119898.11328125,2
12181,15-1243.01,empty,2017,122249.93033854167,6
12182,23-1011.00,Tamil Nadu,2021,94145.83984375,2
12183,15-1241.00,Haryana,2011,153407.9375,1
12184,17-2112.03,empty,1996,92352.7109375,4
12185,19-1011.00,Jharkhand,1998,56320.2734375,3
12186,17-2031.00,Delhi,2000,114682.82421875,2
12187,17-2111.00,Delhi,2007,101821.9375,1
12188,29-1071.00,Telangana,1991,37527.71875,1
12189,17-2199.09,Delhi,1977,43763.80859375,1
12190,11-9041.00,Rajasthan,1973,8405.603515625,1
12191,11-9041.00,Rajasthan,2004,123053.5625,1
12192,17-2031.00,Karnataka,2013,112541.59765625,2
12193,19-3041.00,Rajasthan,2013,55132.984375,1
12194,19-4099.01,empty,1990,33465.98046875,1
12195,11-3051.02,Tamil Nadu,1992,66927.4453125,1
12196,17-2199.07,Jharkhand,1997,57163.0625,1
12197,17-2199.09,Jharkhand,1983,109522.58203125,2
12198,27-2012.05,Maharashtra,1986,123040.3125,2
12199,35-2013.00,Delhi,1994,14133.90234375,1
12200,43-3031.00,Madhya Pradesh,2008,37924.94921875,1
12201,19-3011.01,Delhi,2003,110605.76171875,2
12202,49-2095.00,Gujarat,1995,43589.6328125,1
12203,17-2031.00,Telangana,2011,75347.40625,1
12204,53-4041.00,Gujarat,2020,28661.5419921875,2
12205,43-5011.00,Dadra and Nagar Haveli and Daman and Diu,2020,95489.0703125,1
12206,43-3071.00,Rajasthan,1995,21898.1640625,1
12207,19-2041.00,Karnataka,2004,55966.99609375,1
12208,41-9022.00,Telangana,2005,101858.75,2
12209,11-9041.00,Gujarat,2016,194054.875,2
12210,23-1011.00,Gujarat,1969,51746.65625,1
12211,11-1011.03,Tamil Nadu,2003,461867.53125,1
12212,25-9042.00,Telangana,1997,96911.40625,2
12213,27-3023.00,Maharashtra,1994,258807.96875,1
12214,25-1123.00,Jharkhand,1984,39617.140625,2
12215,19-3093.00,Jharkhand,2003,100863.7421875,1
12216,25-3031.00,Tamil Nadu,2020,76078.3203125,2
12217,15-1211.00,empty,1986,44167.89453125,1
12218,23-1011.00,Karnataka,1999,118844.57421875,2
12219,11-2021.00,Jharkhand,1982,27392.6796875,1
12220,17-2071.00,Kerala,1985,60802.55859375,1
12221,11-3061.00,Telangana,2016,189239.90625,1
12222,17-2051.00,Madhya Pradesh,1987,32216.708984375,1
12223,11-1011.00,Telangana,1979,136084.515625,1
12224,11-9041.00,Tamil Nadu,2010,144936.056640625,4
12225,29-1141.01,Kerala,2009,75113.0625,1
12226,51-1011.00,Telangana,1982,88621.5078125,1
12227,11-9199.09,Maharashtra,2012,78119.21484375,2
12228,15-1299.05,Uttar Pradesh,2000,68629.1015625,1
12229,19-3093.00,Madhya Pradesh,2005,66913.65625,1
12230,27-3043.05,Telangana,2009,225731.75,2
12231,25-1123.00,Andhra Pradesh,2016,82786.9296875,1
12232,15-1253.00,Delhi,2021,84549.01041666667,3
12233,11-9032.00,West Bengal,2016,54915.279296875,2
12234,13-1023.00,Karnataka,1999,85523.75,1
12235,25-9042.00,Madhya Pradesh,2019,76848.4765625,1
12236,15-1211.00,Chandigarh,1995,58633.58984375,1
12237,15-1231.00,Telangana,1994,71535.5859375,1
12238,17-2131.00,empty,2006,84532.90625,2
12239,11-2032.00,Maharashtra,2006,112411.6640625,1
12240,25-1054.00,Karnataka,2017,67002.6640625,2
12241,41-9021.00,Delhi,2012,95573.66328125,5
12242,15-1211.00,Odisha,2008,79852.8515625,1
12243,19-1021.00,West Bengal,2011,101337.71875,1
12244,41-9091.00,Maharashtra,2012,222418.97265625,2
12245,17-2112.02,Delhi,2011,108166.6484375,1
12246,17-3024.01,Tamil Nadu,1999,67063.8359375,1
12247,11-1031.00,Delhi,1996,88813.984375,1
12248,27-3023.00,Uttar Pradesh,2006,48250.35546875,1
12249,19-1011.00,Madhya Pradesh,2004,79025.5703125,3
12250,11-9032.00,Karnataka,1997,49302.19921875,1
12251,11-9032.00,Karnataka,2012,75652.4375,1
12252,17-2141.00,Punjab,2003,92071.4921875,1
12253,19-1011.00,Haryana,2009,75641.921875,3
12254,17-3031.00,empty,1989,57898.26953125,1
12255,41-9031.00,Delhi,1993,128270.49609375,2
12256,17-1011.00,Uttar Pradesh,1996,42724.6875,1
12257,19-3093.00,empty,1968,6994.85595703125,1
12258,15-1252.00,Punjab,2023,107805.6328125,1
12259,43-6012.00,Delhi,1984,84633.0234375,1
12260,53-2031.00,Delhi,1983,26560.005859375,1
12261,25-1123.00,Assam,2000,120340.8984375,1
12262,11-1021.00,Haryana,2003,150651.140625,1
12263,43-3071.00,Delhi,2009,28725.1640625,1
12264,15-1252.00,Madhya Pradesh,2020,85727.5859375,2
12265,13-1082.00,Uttar Pradesh,2010,101730.0390625,1
12266,11-3131.00,Telangana,2010,145305.203125,1
12267,25-1054.00,Maharashtra,1977,62672.890625,1
12268,43-5011.01,Tamil Nadu,1992,47240.13671875,1
12269,11-2022.00,Rajasthan,2008,122128.375,1
12270,27-2012.04,Tamil Nadu,2023,93865.37109375,2
12271,11-3111.00,Karnataka,2008,96377.4609375,1
12272,13-1023.00,Delhi,2016,85765.2421875,1
12273,15-1241.00,Rajasthan,2023,164275.0,1
12274,27-2022.00,Tamil Nadu,2008,57836.7890625,1
12275,43-4121.00,Maharashtra,2018,71478.9375,1
12276,43-3031.00,Gujarat,1998,61392.0078125,1
12277,21-1093.00,Punjab,2022,165521.3125,1
12278,11-3031.00,Maharashtra,1989,39583.57421875,1
12279,11-1021.00,West Bengal,2003,203374.984375,1
12280,27-2012.04,Delhi,2005,64203.33984375,1
12281,17-2199.06,Rajasthan,2021,177746.953125,1
12282,35-2013.00,Maharashtra,2002,36610.14453125,1
12283,43-5011.01,Maharashtra,2017,33440.234375,1
12284,11-3012.00,Maharashtra,2019,84614.5390625,1
12285,11-3051.06,Chhattisgarh,2019,111412.7109375,1
12286,35-9021.00,Karnataka,2009,55466.890625,1
12287,29-2061.00,Maharashtra,2013,97336.25,2
12288,27-3023.00,Delhi,2004,51969.47265625,1
12289,27-2012.05,empty,1992,78619.88671875,5
12290,23-1011.00,Delhi,2019,147592.5390625,5
12291,13-1041.00,Karnataka,2021,133714.83203125,2
12292,41-9022.00,Telangana,1994,111525.765625,1
12293,41-2031.00,empty,1991,30845.41015625,1
12294,27-2022.00,Karnataka,2022,49488.84765625,1
12295,15-1243.00,Tamil Nadu,1999,72450.5234375,1
12296,15-1242.00,West Bengal,2005,81722.6484375,2
12297,43-3031.00,empty,2005,62201.54296875,2
12298,41-4011.00,Karnataka,2023,216189.8125,1
12299,15-2041.00,Maharashtra,2017,114919.6640625,1
12300,11-3031.01,Delhi,2016,155473.2546875,5
12301,13-1082.00,Karnataka,2014,100940.49462890625,8
12302,19-1011.00,empty,2000,108913.888671875,8
12303,13-1111.00,empty,2021,128947.92887931035,29
12304,11-1011.00,Maharashtra,2012,176732.44478462837,74
12305,25-2032.00,Karnataka,2015,50682.236979166664,9
12306,19-1011.00,Delhi,2003,92492.87178308824,17
12307,11-9199.11,Uttar Pradesh,2009,121242.22265625,2
12308,13-1081.00,Gujarat,2009,62176.559895833336,3
12309,15-1231.00,empty,2019,83621.15234375,2
12310,15-1241.00,Madhya Pradesh,2023,99920.3828125,2
12311,19-1011.00,West Bengal,2012,114470.98828125,5
12312,11-1011.00,West Bengal,2004,166959.66875,5
12313,27-1025.00,Delhi,2021,98174.4140625,1
12314,11-9111.00,empty,2008,111078.3984375,2
12315,25-9042.00,Tamil Nadu,2013,88543.4296875,1
12316,53-1043.00,Gujarat,2014,28279.373046875,1
12317,11-2033.00,Maharashtra,2017,190353.5541294643,7
12318,17-2199.09,Karnataka,2015,136447.49399038462,13
12319,11-3031.03,Tamil Nadu,2004,152956.91666666666,6
12320,17-2131.00,West Bengal,2002,59222.96484375,1
12321,15-1254.00,Jharkhand,2022,98157.9140625,1
12322,15-1241.00,Telangana,2007,80377.62065972222,9
12323,25-2032.00,Karnataka,2003,46461.404296875,4
12324,25-9042.00,Karnataka,2011,30834.599609375,1
12325,15-1251.00,Maharashtra,2005,86590.0546875,30
12326,11-3121.00,Tamil Nadu,2011,136590.6328125,2
12327,17-2031.00,Maharashtra,1999,79998.78125,3
12328,15-1253.00,Uttar Pradesh,2002,71583.4375,2
12329,41-3031.00,Maharashtra,1994,179712.09375,1
12330,17-2051.00,Chandigarh,2010,201680.02604166666,3
12331,13-1082.00,Tamil Nadu,2008,94709.2744140625,8
12332,43-1011.00,Uttar Pradesh,2015,36768.88671875,1
12333,11-2032.00,Delhi,2006,112153.25390625,2
12334,41-9022.00,empty,2003,85933.71953125,10
12335,25-1123.00,empty,2009,107609.576171875,28
12336,15-1299.07,Maharashtra,1994,96740.98697916667,3
12337,17-2141.00,Telangana,2019,114216.6875,4
12338,13-1082.00,empty,2004,97778.34201388889,9
12339,17-2112.03,Uttarakhand,1997,90516.9296875,1
12340,17-2199.09,Uttarakhand,2016,193938.1953125,4
12341,25-2032.00,Tamil Nadu,1983,57764.634765625,2
12342,43-9081.00,empty,2019,103653.7578125,1
12343,11-9081.00,empty,2010,78014.845703125,2
12344,11-2033.00,empty,2020,167863.51875,5
12345,11-2022.00,Telangana,1994,84806.4640625,5
12346,11-9199.02,Telangana,1998,62455.23828125,1
12347,19-3011.01,West Bengal,2005,86406.265625,1
12348,13-1161.01,Tamil Nadu,2018,79054.4296875,2
12349,17-2199.09,West Bengal,1967,44904.4375,1
12350,15-1251.00,Karnataka,2023,161053.24826388888,9
12351,11-1011.00,Tamil Nadu,1987,229344.0390625,2
12352,47-4099.03,Maharashtra,2010,70443.4921875,1
12353,11-1021.00,Maharashtra,1993,52888.597981770836,6
12354,19-1011.00,Tamil Nadu,2016,130557.97428385417,12
12355,11-3021.00,empty,2019,105311.169921875,4
12356,15-1232.00,empty,1991,33781.62890625,2
12357,17-2199.09,empty,2007,118378.1796875,5
12358,19-1011.00,Uttar Pradesh,1981,7096.60546875,2
12359,15-2051.01,Maharashtra,2000,89213.22265625,2
12360,19-1011.00,Andhra Pradesh,2015,79804.04036458333,3
12361,49-9012.00,Gujarat,2016,35990.234375,1
12362,17-2199.06,Chandigarh,1997,64703.6328125,1
12363,11-3051.06,empty,2009,84026.5859375,1
12364,29-2012.00,Maharashtra,2004,42804.073567708336,3
12365,17-2141.00,Delhi,2023,134626.357421875,12
12366,53-5021.00,Delhi,2010,111456.4765625,1
12367,11-3051.00,empty,2012,123250.375,1
12368,11-9111.00,Andhra Pradesh,1992,25043.490234375,1
12369,43-4061.00,Maharashtra,1994,41115.99609375,1
12370,17-2131.00,Karnataka,1998,112577.91796875,2
12371,11-9111.00,Kerala,2017,101043.28125,1
12372,11-3051.03,Gujarat,1996,78578.9453125,1
12373,41-3021.00,Telangana,2020,53727.5,1
12374,15-1299.09,Karnataka,1997,82054.0576171875,8
12375,19-3093.00,Delhi,2015,105427.77018229167,12
12376,11-3051.06,Uttar Pradesh,1991,88316.75,1
12377,13-2052.00,West Bengal,2018,132760.125,1
12378,11-3031.03,West Bengal,2001,96832.40625,1
12379,51-4041.00,empty,1980,73764.5859375,1
12380,15-1211.00,Karnataka,1986,38640.435546875,3
12381,41-3031.00,Andhra Pradesh,2022,64572.81640625,1
12382,15-1232.00,Maharashtra,2013,80379.4453125,1
12383,11-2021.00,Uttarakhand,2009,108918.4140625,1
12384,17-2199.06,Maharashtra,1992,86716.52294921875,16
12385,53-4041.00,Bihar,1998,34796.68359375,1
12386,19-1022.00,Gujarat,2005,68167.146484375,2
12387,13-1161.01,Karnataka,2023,175464.265625,1
12388,29-1141.01,Delhi,2022,71276.732421875,2
12389,51-4041.00,Maharashtra,2016,97830.953125,2
12390,21-1012.00,Delhi,2016,139798.75,3
